,name,Identifier
78,May-Thurner Syndrome,R-HSA-3248023
79,May-Thurner Syndrome,R-HSA-9012852
80,May-Thurner Syndrome,R-HSA-9609646
81,May-Thurner Syndrome,R-HSA-8878166
82,May-Thurner Syndrome,R-HSA-9033241
83,May-Thurner Syndrome,R-HSA-1566948
84,May-Thurner Syndrome,R-HSA-195258
85,Vascular Ring,R-HSA-8951664
86,Tuberculosis,R-HSA-9635486
87,Tuberculosis,R-HSA-9637687
88,Tuberculosis,R-HSA-9637679
89,Tuberculosis,R-HSA-9637698
90,Tuberculosis,R-HSA-9635465
91,Tuberculosis,R-HSA-9636383
92,Tuberculosis,R-HSA-1222387
93,Tuberculosis,R-HSA-9636467
94,Tuberculosis,R-HSA-9637690
95,Tuberculosis,R-HSA-1222541
96,Tuberculosis,R-HSA-9636667
97,Tuberculosis,R-HSA-9635644
98,Tuberculosis,R-HSA-9637628
99,Tuberculosis,R-HSA-9636249
100,Tuberculosis,R-HSA-9639775
101,Tuberculosis,R-HSA-1222499
102,Tuberculosis,R-HSA-1222449
103,Tuberculosis,R-HSA-1222538
104,Tuberculosis,R-HSA-9636569
105,Tuberculosis,R-HSA-5663205
106,Tuberculosis,R-HSA-5621575
107,Tuberculosis,R-HSA-5621481
108,Tuberculosis,R-HSA-1834941
109,Tuberculosis,R-HSA-9660826
110,Tuberculosis,R-HSA-1643685
111,Heart Diseases,R-HSA-5682113
112,Heart Diseases,R-HSA-5668541
113,Heart Diseases,R-HSA-9615017
114,Heart Diseases,R-HSA-2046106
115,Heart Diseases,R-HSA-9629232
116,Heart Diseases,R-HSA-392499
117,Heart Diseases,R-HSA-201451
118,Arrhythmias,R-HSA-9684068
119,Arrhythmias,R-HSA-9609310
120,Arrhythmias,R-HSA-5576895
121,Arrhythmia,R-HSA-5678420
122,Atrial Fibrillation,R-HSA-5678420
123,Cardiac Complexes,R-HSA-8963889
124,Cardiac Complexes,R-HSA-9660537
125,Cardiac Complexes,R-HSA-1296071
126,Cardiac Complexes,R-HSA-1980145
127,Cardiac Complexes,R-HSA-163560
128,Heart Block,R-HSA-9609310
129,Heart Block,R-HSA-9615249
130,Heart Block,R-HSA-9614933
131,Adams-Stokes Syndrome,R-HSA-6802938
132,Adams-Stokes Syndrome,R-HSA-9621032
133,Adams-Stokes Syndrome,R-HSA-9621048
134,Bundle-Branch Block,R-HSA-164508
135,Long QT Syndrome,R-HSA-5577050
136,Andersen Syndrome,R-HSA-9616334
137,Romano-Ward Syndrome,R-HSA-3656253
138,Romano-Ward Syndrome,R-HSA-3656237
139,Romano-Ward Syndrome,R-HSA-9683439
140,Romano-Ward Syndrome,R-HSA-9678108
141,Romano-Ward Syndrome,R-HSA-9679506
142,Pre-Excitation Syndromes,R-HSA-5619108
143,Pre-Excitation Syndromes,R-HSA-5655302
144,Pre-Excitation Syndromes,R-HSA-1226099
145,Lown-Ganong-Levine Syndrome,R-HSA-5628897
146,Lown-Ganong-Levine Syndrome,R-HSA-9673766
147,Pre-Excitation,R-HSA-68867
148,Pre-Excitation,R-HSA-69002
149,Pre-Excitation,R-HSA-1912422
150,Pre-Excitation,R-HSA-68962
151,Pre-Excitation,R-HSA-1912420
152,Pre-Excitation,R-HSA-1912408
153,Pre-Excitation,R-HSA-77595
154,Pre-Excitation,R-HSA-75067
155,Pre-Excitation,R-HSA-1912399
156,Pre-Excitation,R-HSA-674695
157,Pre-Excitation,R-HSA-113507
158,Pre-Excitation,R-HSA-111367
159,Pre-Excitation,R-HSA-6781823
160,Pre-Excitation,R-HSA-72203
161,Pre-Excitation,R-HSA-77588
162,Pre-Excitation,R-HSA-73779
163,Pre-Excitation,R-HSA-72165
164,Pre-Excitation,R-HSA-196108
165,Pre-Excitation,R-HSA-622323
166,Pre-Excitation,R-HSA-500657
167,Pre-Excitation,R-HSA-1236975
168,Pre-Excitation,R-HSA-159740
169,Pre-Excitation,R-HSA-9636383
170,Pre-Excitation,R-HSA-2132295
171,Pre-Excitation,R-HSA-6791226
172,Pre-Excitation,R-HSA-168315
173,Pre-Excitation,R-HSA-112308
174,Pre-Excitation,R-HSA-5609975
175,Pre-Excitation,R-HSA-5693616
176,Pre-Excitation,R-HSA-140534
177,Pre-Excitation,R-HSA-9609736
178,Pre-Excitation,R-HSA-1236978
179,Pre-Excitation,R-HSA-1236973
180,Pre-Excitation,R-HSA-983169
181,Pre-Excitation,R-HSA-210747
182,Pre-Excitation,R-HSA-5619108
183,Pre-Excitation,R-HSA-389958
184,Pre-Excitation,R-HSA-389957
185,Pre-Excitation,R-HSA-8868773
186,Pre-Excitation,R-HSA-72086
187,Pre-Excitation,R-HSA-72187
188,Pre-Excitation,R-HSA-72163
189,Pre-Excitation,R-HSA-983170
190,Pre-Excitation,R-HSA-8939243
191,Pre-Excitation,R-HSA-159763
192,Pre-Excitation,R-HSA-446193
193,Pre-Excitation,R-HSA-210744
194,Pre-Excitation,R-HSA-5678771
195,Pre-Excitation,R-HSA-72312
196,Pre-Excitation,R-HSA-9608287
197,Pre-Excitation,R-HSA-9013508
198,Pre-Excitation,R-HSA-68827
199,Pre-Excitation,R-HSA-381038
200,Pre-Excitation,R-HSA-6790901
201,Pre-Excitation,R-HSA-9603798
202,Pre-Excitation,R-HSA-9608290
203,Pre-Excitation,R-HSA-8873719
204,Pre-Excitation,R-HSA-8876198
205,Pre-Excitation,R-HSA-983695
206,Pre-Excitation,R-HSA-5576892
207,Pre-Excitation,R-HSA-176974
208,Pre-Excitation,R-HSA-112310
209,Pre-Excitation,R-HSA-73863
210,Pre-Excitation,R-HSA-203927
211,Pre-Excitation,R-HSA-112314
212,Pre-Excitation,R-HSA-112311
213,Pre-Excitation,R-HSA-8964011
214,Pre-Excitation,R-HSA-8963899
215,Pre-Excitation,R-HSA-5619062
216,Pre-Excitation,R-HSA-373756
217,Pre-Excitation,R-HSA-167060
218,Pre-Excitation,R-HSA-210455
219,Pre-Excitation,R-HSA-6807505
220,Pre-Excitation,R-HSA-72306
221,Pre-Excitation,R-HSA-9036866
222,Pre-Excitation,R-HSA-5619089
223,Pre-Excitation,R-HSA-191859
224,Pre-Excitation,R-HSA-112307
225,Pre-Excitation,R-HSA-112303
226,Pre-Excitation,R-HSA-5619067
227,Pre-Excitation,R-HSA-6794361
228,Pre-Excitation,R-HSA-606279
229,Pre-Excitation,R-HSA-881907
230,Pre-Excitation,R-HSA-428542
231,Pre-Excitation,R-HSA-75064
232,Pre-Excitation,R-HSA-6781827
233,Pre-Excitation,R-HSA-381753
234,Pre-Excitation,R-HSA-6784531
235,Pre-Excitation,R-HSA-68616
236,Pre-Excitation,R-HSA-442755
237,Pre-Excitation,R-HSA-6782135
238,Pre-Excitation,R-HSA-165054
239,Pre-Excitation,R-HSA-8964043
240,Pre-Excitation,R-HSA-74158
241,Pre-Excitation,R-HSA-156842
242,Pre-Excitation,R-HSA-72200
243,Pre-Excitation,R-HSA-112316
244,Pre-Excitation,R-HSA-372790
245,Pre-Excitation,R-HSA-9012852
246,Pre-Excitation,R-HSA-181431
247,Pre-Excitation,R-HSA-112315
248,Pre-Excitation,R-HSA-9034015
249,Pre-Excitation,R-HSA-5683826
250,Pre-Excitation,R-HSA-74160
251,Pre-Excitation,R-HSA-9006335
252,Pre-Excitation,R-HSA-5685938
253,Pre-Excitation,R-HSA-69278
254,Pre-Excitation,R-HSA-5655302
255,Pre-Excitation,R-HSA-1461957
256,Pre-Excitation,R-HSA-512988
257,Pre-Excitation,R-HSA-3247509
258,Pre-Excitation,R-HSA-176033
259,Pre-Excitation,R-HSA-1226099
260,Pre-Excitation,R-HSA-1170546
261,Pre-Excitation,R-HSA-1632852
262,Pre-Excitation,R-HSA-1266695
263,Wolff-Parkinson-White Syndrome,R-HSA-8986944
264,Wolff-Parkinson-White Syndrome,R-HSA-5620922
265,Wolff-Parkinson-White Syndrome,R-HSA-5620920
266,Wolff-Parkinson-White Syndrome,R-HSA-5083625
267,Wolff-Parkinson-White Syndrome,R-HSA-1912408
268,Wolff-Parkinson-White Syndrome,R-HSA-5579004
269,Tachycardia,R-HSA-5619109
270,Ventricular Fibrillation,R-HSA-5678420
271,Cardiac Output,R-HSA-163560
272,Cardiomegaly,R-HSA-5678420
273,Cardiomyopathy,R-HSA-5678420
274,Cardiomyopathy,R-HSA-3828062
275,Cardiomyopathy,R-HSA-9656223
276,Cardiomyopathy,R-HSA-9660537
277,Cardiomyopathy,R-HSA-5655799
278,Cardiomyopathy,R-HSA-5619049
279,Cardiomyopathy,R-HSA-392499
280,Hypertrophy,R-HSA-9660537
281,Hypertrophy,R-HSA-9615017
282,Cardiomyopathies,R-HSA-5678420
283,Cardiotoxicity,R-HSA-1236394
284,Heart Arrest,R-HSA-6804425
285,Heart Arrest,R-HSA-8867667
286,Heart Failure,R-HSA-1482798
287,Heart Failure,R-HSA-5619053
288,Heart Failure,R-HSA-5678420
289,Heart Failure,R-HSA-9629232
290,Heart Failure,R-HSA-392499
291,Cardio-Renal Syndrome,R-HSA-5619098
292,Cardio-Renal Syndrome,R-HSA-5619087
293,Cardio-Renal Syndrome,R-HSA-5619104
294,Cardio-Renal Syndrome,R-HSA-5619054
295,Cardio-Renal Syndrome,R-HSA-5619050
296,Cardio-Renal Syndrome,R-HSA-5678420
297,Cardio-Renal Syndrome,R-HSA-9652169
298,Cardio-Renal Syndrome,R-HSA-5083625
299,Edema,R-HSA-9657689
300,Edema,R-HSA-9657688
301,Edema,R-HSA-9671793
302,Edema,R-HSA-9651496
303,Edema,R-HSA-5210891
304,Edema,R-HSA-9018677
305,Edema,R-HSA-9018679
306,Heart Neoplasms,R-HSA-1912416
307,Carney Complex,R-HSA-5685939
308,Heart Rupture,R-HSA-9629232
309,Heart Rupture,R-HSA-430116
310,Williams Syndrome,R-HSA-3656253
311,Williams Syndrome,R-HSA-5358508
312,Williams Syndrome,R-HSA-9673766
313,Williams Syndrome,R-HSA-2219528
314,Williams Syndrome,R-HSA-5655332
315,Williams Syndrome,R-HSA-195258
316,Williams Syndrome,R-HSA-8853338
317,Myocardial Ischemia,R-HSA-9629232
318,Myocardial Ischemia,R-HSA-5619039
319,Acute Coronary Syndrome,R-HSA-9611277
320,Acute Coronary Syndrome,R-HSA-5432849
321,Angina Pectoris,R-HSA-9609310
322,Angina,R-HSA-9609310
323,Coronary Disease,R-HSA-5682113
324,Coronary Disease,R-HSA-5679090
325,Coronary Disease,R-HSA-75205
326,Coronary Artery Disease,R-HSA-75205
327,Coronary Thrombosis,R-HSA-9611277
328,Coronary Thrombosis,R-HSA-2396079
329,Myocardial Infarction,R-HSA-5682113
330,Myocardial Infarction,R-HSA-9629232
331,Pulmonary Heart Disease,R-HSA-3779381
332,Pulmonary Heart Disease,R-HSA-9609310
333,Embolism,R-HSA-9603302
334,Embolism,R-HSA-9015379
335,Embolism,R-HSA-9015111
336,Embolism,R-HSA-9015122
337,Embolism,R-HSA-111919
338,Embolism,R-HSA-9026967
339,Vascular Diseases,R-HSA-9671793
340,Vascular Diseases,R-HSA-9671555
341,Vascular Diseases,R-HSA-1474290
342,Vascular Diseases,R-HSA-194138
343,Vascular Diseases,R-HSA-3299685
344,Vascular Diseases,R-HSA-201451
345,Vascular Diseases,R-HSA-162582
346,Aneurysm,R-HSA-1566948
347,Loeys-Dietz Syndrome,R-HSA-5619068
348,Loeys-Dietz Syndrome,R-HSA-2470946
349,Klippel-Trenaunay-Weber Syndrome,R-HSA-2206307
350,Klippel-Trenaunay-Weber Syndrome,R-HSA-5655302
351,Klippel-Trenaunay-Weber Syndrome,R-HSA-4043916
352,Klippel-Trenaunay-Weber Syndrome,R-HSA-1839122
353,Klippel-Trenaunay-Weber Syndrome,R-HSA-5693565
354,Sturge-Weber Syndrome,R-HSA-2206307
355,Sturge-Weber Syndrome,R-HSA-5655302
356,Sturge-Weber Syndrome,R-HSA-4043916
357,Sturge-Weber Syndrome,R-HSA-1839122
358,Sturge-Weber Syndrome,R-HSA-5693565
359,Angioedema,R-HSA-9657689
360,Angioedema,R-HSA-9657688
361,Angioedema,R-HSA-9651496
362,Angioedema,R-HSA-9671793
363,Angioedemas,R-HSA-9657689
364,Angioedemas,R-HSA-9657688
365,Hereditary Angioedema Type III,R-HSA-9653249
366,Hereditary Angioedema Types I and II,R-HSA-9657689
367,Hereditary Angioedema Types I and II,R-HSA-9657688
368,Hereditary Angioedema Types I and II,R-HSA-5657560
369,Hereditary Angioedema Types I and II,R-HSA-3359454
370,Hereditary Angioedema Types I and II,R-HSA-3359463
371,Hereditary Angioedema Types I and II,R-HSA-3359462
372,Hereditary Angioedema Types I and II,R-HSA-5658471
373,Hereditary Angioedema Types I and II,R-HSA-5619114
374,Hereditary Angioedema Types I and II,R-HSA-5619097
375,Hereditary Angioedema Types I and II,R-HSA-73857
376,Hereditary Angioedema Types I and II,R-HSA-427589
377,Hereditary Angioedema Types I and II,R-HSA-2206296
378,Hereditary Angioedema Types I and II,R-HSA-156580
379,Hereditary Angioedema Types I and II,R-HSA-75953
380,Hereditary Angioedema Types I and II,R-HSA-73776
381,Hereditary Angioedema Types I and II,R-HSA-75955
382,Hereditary Angioedema Types I and II,R-HSA-2132295
383,Hereditary Angioedema Types I and II,R-HSA-73856
384,Hereditary Angioedema Types I and II,R-HSA-674695
385,Hereditary Angioedema Types I and II,R-HSA-5357609
386,Hereditary Angioedema Types I and II,R-HSA-112382
387,Hereditary Angioedema Types I and II,R-HSA-5609976
388,Hereditary Angioedema Types I and II,R-HSA-76042
389,Hereditary Angioedema Types I and II,R-HSA-6807505
390,Hereditary Angioedema Types I and II,R-HSA-77075
391,Hereditary Angioedema Types I and II,R-HSA-167162
392,Hereditary Angioedema Types I and II,R-HSA-73779
393,Hereditary Angioedema Types I and II,R-HSA-5619050
394,Hereditary Angioedema Types I and II,R-HSA-167160
395,Hereditary Angioedema Types I and II,R-HSA-9651496
396,Hereditary Angioedema Types I and II,R-HSA-9671793
397,Hereditary Angioedema Types I and II,R-HSA-5619058
398,Hereditary Angioedema Types I and II,R-HSA-5619110
399,Hereditary Angioedema Types I and II,R-HSA-3656253
400,Hereditary Angioedema Types I and II,R-HSA-5579011
401,Hereditary Angioedema Types I and II,R-HSA-5250989
402,Hereditary Angioedema Types I and II,R-HSA-5579013
403,Hereditary Angioedema Types I and II,R-HSA-3359457
404,Hereditary Angioedema Types I and II,R-HSA-5619046
405,Hereditary Angioedema Types I and II,R-HSA-9629232
406,Hereditary Angioedema Types I and II,R-HSA-452723
407,Hereditary Angioedema Types I and II,R-HSA-3656237
408,Hereditary Angioedema Types I and II,R-HSA-73933
409,Hereditary Angioedema Types I and II,R-HSA-110373
410,Hereditary Angioedema Types I and II,R-HSA-5651801
411,Hereditary Angioedema Types I and II,R-HSA-5687128
412,Hereditary Angioedema Types I and II,R-HSA-5579016
413,Hereditary Angioedema Types I and II,R-HSA-5579002
414,Hereditary Angioedema Types I and II,R-HSA-5632987
415,Hereditary Angioedema Types I and II,R-HSA-5619039
416,Hereditary Angioedema Types I and II,R-HSA-5250958
417,Hereditary Angioedema Types I and II,R-HSA-5632928
418,Hereditary Angioedema Types I and II,R-HSA-6809583
419,Hereditary Angioedema Types I and II,R-HSA-5619107
420,Hereditary Angioedema Types I and II,R-HSA-5619056
421,Hereditary Angioedema Types I and II,R-HSA-3656244
422,Hereditary Angioedema Types I and II,R-HSA-4793953
423,Hereditary Angioedema Types I and II,R-HSA-113418
424,Hereditary Angioedema Types I and II,R-HSA-5619061
425,Hereditary Angioedema Types I and II,R-HSA-5579006
426,Hereditary Angioedema Types I and II,R-HSA-5579029
427,Hereditary Angioedema Types I and II,R-HSA-9035968
428,Hereditary Angioedema Types I and II,R-HSA-5579022
429,Hereditary Angioedema Types I and II,R-HSA-5579019
430,Hereditary Angioedema Types I and II,R-HSA-5578998
431,Hereditary Angioedema Types I and II,R-HSA-5578995
432,Hereditary Angioedema Types I and II,R-HSA-5619035
433,Hereditary Angioedema Types I and II,R-HSA-5619070
434,Hereditary Angioedema Types I and II,R-HSA-2206302
435,Hereditary Angioedema Types I and II,R-HSA-3645790
436,Hereditary Angioedema Types I and II,R-HSA-3642278
437,Hereditary Angioedema Types I and II,R-HSA-420092
438,Hereditary Angioedema Types I and II,R-HSA-3229133
439,Hereditary Angioedema Types I and II,R-HSA-173599
440,Hereditary Angioedema Types I and II,R-HSA-5619037
441,Hereditary Angioedema Types I and II,R-HSA-5663020
442,Hereditary Angioedema Types I and II,R-HSA-4793952
443,Hereditary Angioedema Types I and II,R-HSA-71336
444,Hereditary Angioedema Types I and II,R-HSA-2206307
445,Hereditary Angioedema Types I and II,R-HSA-446107
446,Hereditary Angioedema Types I and II,R-HSA-5621481
447,Hereditary Angioedema Types I and II,R-HSA-936837
448,Hereditary Angioedema Types I and II,R-HSA-4793954
449,Hereditary Angioedema Types I and II,R-HSA-5619078
450,Hereditary Angioedema Types I and II,R-HSA-167242
451,Hereditary Angioedema Types I and II,R-HSA-76071
452,Hereditary Angioedema Types I and II,R-HSA-3642279
453,Hereditary Angioedema Types I and II,R-HSA-390466
454,Hereditary Angioedema Types I and II,R-HSA-3906995
455,Hereditary Angioedema Types I and II,R-HSA-5688031
456,Hereditary Angioedema Types I and II,R-HSA-212436
457,Hereditary Angioedema Types I and II,R-HSA-5250992
458,Hereditary Angioedema Types I and II,R-HSA-5250981
459,Hereditary Angioedema Types I and II,R-HSA-5250968
460,Hereditary Angioedema Types I and II,R-HSA-5250955
461,Hereditary Angioedema Types I and II,R-HSA-174437
462,Hereditary Angioedema Types I and II,R-HSA-69183
463,Hereditary Angioedema Types I and II,R-HSA-174414
464,Hereditary Angioedema Types I and II,R-HSA-418592
465,Hereditary Angioedema Types I and II,R-HSA-1483101
466,Hereditary Angioedema Types I and II,R-HSA-391251
467,Hereditary Angioedema Types I and II,R-HSA-6782135
468,Hereditary Angioedema Types I and II,R-HSA-388844
469,Hereditary Angioedema Types I and II,R-HSA-3270619
470,Hereditary Angioedema Types I and II,R-HSA-1606341
471,Hereditary Angioedema Types I and II,R-HSA-5250971
472,Hereditary Angioedema Types I and II,R-HSA-211897
473,Hereditary Angioedema Types I and II,R-HSA-3282872
474,Hereditary Angioedema Types I and II,R-HSA-8864260
475,Hereditary Angioedema Types I and II,R-HSA-8866911
476,Hereditary Angioedema Types I and II,R-HSA-8866910
477,Hereditary Angioedema Types I and II,R-HSA-167158
478,Hereditary Angioedema Types I and II,R-HSA-428359
479,Hereditary Angioedema Types I and II,R-HSA-3000484
480,Hereditary Angioedema Types I and II,R-HSA-72086
481,Hereditary Angioedema Types I and II,R-HSA-444257
482,Hereditary Angioedema Types I and II,R-HSA-4549349
483,Hereditary Angioedema Types I and II,R-HSA-9640463
484,Hereditary Angioedema Types I and II,R-HSA-76046
485,Hereditary Angioedema Types I and II,R-HSA-1660514
486,Hereditary Angioedema Types I and II,R-HSA-2173795
487,Hereditary Angioedema Types I and II,R-HSA-6781823
488,Hereditary Angioedema Types I and II,R-HSA-2514853
489,Hereditary Angioedema Types I and II,R-HSA-1606322
490,Hereditary Angioedema Types I and II,R-HSA-3560783
491,Hereditary Angioedema Types I and II,R-HSA-3878781
492,Hereditary Angioedema Types I and II,R-HSA-913531
493,Hereditary Angioedema Types I and II,R-HSA-6788467
494,Hereditary Angioedema Types I and II,R-HSA-5638302
495,Hereditary Angioedema Types I and II,R-HSA-3359475
496,Hereditary Angioedema Types I and II,R-HSA-3359478
497,Hereditary Angioedema Types I and II,R-HSA-3359471
498,Hereditary Angioedema Types I and II,R-HSA-3595174
499,Hereditary Angioedema Types I and II,R-HSA-3274531
500,Hereditary Angioedema Types I and II,R-HSA-3828062
501,Hereditary Angioedema Types I and II,R-HSA-3858516
502,Hereditary Angioedema Types I and II,R-HSA-3814836
503,Hereditary Angioedema Types I and II,R-HSA-76066
504,Hereditary Angioedema Types I and II,R-HSA-76061
505,Hereditary Angioedema Types I and II,R-HSA-167161
506,Hereditary Angioedema Types I and II,R-HSA-2299718
507,Hereditary Angioedema Types I and II,R-HSA-2032785
508,Hereditary Angioedema Types I and II,R-HSA-2173796
509,Hereditary Angioedema Types I and II,R-HSA-167169
510,Hereditary Angioedema Types I and II,R-HSA-350054
511,Hereditary Angioedema Types I and II,R-HSA-8866907
512,Hereditary Angioedema Types I and II,R-HSA-8866906
513,Hereditary Angioedema Types I and II,R-HSA-8866904
514,Hereditary Angioedema Types I and II,R-HSA-383280
515,Hereditary Angioedema Types I and II,R-HSA-2022377
516,Hereditary Angioedema Types I and II,R-HSA-3781865
517,Hereditary Angioedema Types I and II,R-HSA-3560792
518,Hereditary Angioedema Types I and II,R-HSA-176034
519,Hereditary Angioedema Types I and II,R-HSA-168315
520,Hereditary Angioedema Types I and II,R-HSA-1839130
521,Hereditary Angioedema Types I and II,R-HSA-1483248
522,Hereditary Angioedema Types I and II,R-HSA-8847453
523,Hereditary Angioedema Types I and II,R-HSA-389960
524,Hereditary Angioedema Types I and II,R-HSA-72649
525,Hereditary Angioedema Types I and II,R-HSA-72662
526,Hereditary Angioedema Types I and II,R-HSA-72702
527,Hereditary Angioedema Types I and II,R-HSA-9029569
528,Hereditary Angioedema Types I and II,R-HSA-1169092
529,Hereditary Angioedema Types I and II,R-HSA-5660489
530,Hereditary Angioedema Types I and II,R-HSA-5334118
531,Hereditary Angioedema Types I and II,R-HSA-5619072
532,Hereditary Angioedema Types I and II,R-HSA-1839122
533,Hereditary Angioedema Types I and II,R-HSA-1234174
534,Hereditary Angioedema Types I and II,R-HSA-167246
535,Hereditary Angioedema Types I and II,R-HSA-9675135
536,Hereditary Angioedema Types I and II,R-HSA-2404192
537,Hereditary Angioedema Types I and II,R-HSA-373753
538,Hereditary Angioedema Types I and II,R-HSA-5683678
539,Hereditary Angioedema Types I and II,R-HSA-2173789
540,Hereditary Angioedema Types I and II,R-HSA-9656223
541,Hereditary Angioedema Types I and II,R-HSA-3134973
542,Hereditary Angioedema Types I and II,R-HSA-3134963
543,Hereditary Angioedema Types I and II,R-HSA-3359474
544,Hereditary Angioedema Types I and II,R-HSA-3359473
545,Hereditary Angioedema Types I and II,R-HSA-3359458
546,Hereditary Angioedema Types I and II,R-HSA-5683329
547,Hereditary Angioedema Types I and II,R-HSA-3359467
548,Hereditary Angioedema Types I and II,R-HSA-3359469
549,Hereditary Angioedema Types I and II,R-HSA-5682294
550,Hereditary Angioedema Types I and II,R-HSA-5619042
551,Hereditary Angioedema Types I and II,R-HSA-5619092
552,Hereditary Angioedema Types I and II,R-HSA-5619088
553,Hereditary Angioedema Types I and II,R-HSA-3304351
554,Hereditary Angioedema Types I and II,R-HSA-69091
555,Hereditary Angioedema Types I and II,R-HSA-8982491
556,Hereditary Angioedema Types I and II,R-HSA-9617324
557,Hereditary Angioedema Types I and II,R-HSA-6811555
558,Hereditary Angioedema Types I and II,R-HSA-174411
559,Hereditary Angioedema Types I and II,R-HSA-159782
560,Hereditary Angioedema Types I and II,R-HSA-164940
561,Hereditary Angioedema Types I and II,R-HSA-1482839
562,Hereditary Angioedema Types I and II,R-HSA-1482801
563,Hereditary Angioedema Types I and II,R-HSA-1483166
564,Hereditary Angioedema Types I and II,R-HSA-1482788
565,Hereditary Angioedema Types I and II,R-HSA-1482925
566,Hereditary Angioedema Types I and II,R-HSA-1482922
567,Hereditary Angioedema Types I and II,R-HSA-8848584
568,Hereditary Angioedema Types I and II,R-HSA-72695
569,Hereditary Angioedema Types I and II,R-HSA-3000480
570,Hereditary Angioedema Types I and II,R-HSA-9674415
571,Hereditary Angioedema Types I and II,R-HSA-381753
572,Hereditary Angioedema Types I and II,R-HSA-2033519
573,Hereditary Angioedema Types I and II,R-HSA-167200
574,Hereditary Angioedema Types I and II,R-HSA-1660517
575,Hereditary Angioedema Types I and II,R-HSA-1660516
576,Hereditary Angioedema Types I and II,R-HSA-72706
577,Hereditary Angioedema Types I and II,R-HSA-450520
578,Hereditary Angioedema Types I and II,R-HSA-6803205
579,Hereditary Angioedema Types I and II,R-HSA-5666185
580,Hereditary Angioedema Types I and II,R-HSA-8853338
581,Hereditary Angioedema Types I and II,R-HSA-5627117
582,Hereditary Angioedema Types I and II,R-HSA-4419969
583,Hereditary Angioedema Types I and II,R-HSA-5625900
584,Hereditary Angioedema Types I and II,R-HSA-375276
