,pathwayID,numbers
183,R-HSA-75953,1
184,R-HSA-73776,1
185,R-HSA-75955,1
186,R-HSA-2132295,1
187,R-HSA-73856,1
188,R-HSA-674695,1
189,R-HSA-5357609,1
190,R-HSA-112382,1
191,R-HSA-5609976,1
192,R-HSA-76042,1
193,R-HSA-6807505,1
194,R-HSA-77075,1
195,R-HSA-167162,1
196,R-HSA-73779,1
197,R-HSA-167160,1
198,R-HSA-5619110,1
199,R-HSA-5579011,1
200,R-HSA-5250989,1
201,R-HSA-5579013,1
202,R-HSA-3359457,1
203,R-HSA-5619046,1
204,R-HSA-452723,2
205,R-HSA-73933,1
206,R-HSA-110373,1
207,R-HSA-5651801,1
208,R-HSA-5687128,1
209,R-HSA-5579016,1
210,R-HSA-5579002,1
211,R-HSA-5632987,1
212,R-HSA-5250958,1
213,R-HSA-5632928,1
214,R-HSA-6809583,1
215,R-HSA-5619107,1
216,R-HSA-5619056,1
217,R-HSA-3656244,1
218,R-HSA-4793953,1
219,R-HSA-113418,1
220,R-HSA-5619061,1
221,R-HSA-5579006,1
222,R-HSA-5579029,1
223,R-HSA-9035968,1
224,R-HSA-5579022,1
225,R-HSA-5579019,1
226,R-HSA-5578998,1
227,R-HSA-5578995,1
228,R-HSA-5619035,1
229,R-HSA-5619070,1
230,R-HSA-2206302,1
231,R-HSA-3645790,1
232,R-HSA-3642278,1
233,R-HSA-420092,1
234,R-HSA-3229133,1
235,R-HSA-173599,1
236,R-HSA-5619037,1
237,R-HSA-5663020,1
238,R-HSA-4793952,1
239,R-HSA-71336,1
240,R-HSA-446107,1
241,R-HSA-936837,1
242,R-HSA-4793954,1
243,R-HSA-5619078,1
244,R-HSA-167242,1
245,R-HSA-76071,1
246,R-HSA-3642279,1
247,R-HSA-390466,1
248,R-HSA-3906995,1
249,R-HSA-5688031,1
250,R-HSA-212436,1
251,R-HSA-5250992,1
252,R-HSA-5250981,1
253,R-HSA-5250968,1
254,R-HSA-5250955,1
255,R-HSA-174437,1
256,R-HSA-69183,1
257,R-HSA-174414,1
258,R-HSA-418592,1
259,R-HSA-1483101,1
260,R-HSA-391251,1
261,R-HSA-388844,1
262,R-HSA-3270619,1
263,R-HSA-1606341,1
264,R-HSA-5250971,1
265,R-HSA-211897,1
266,R-HSA-3282872,1
267,R-HSA-8866911,1
268,R-HSA-167158,1
269,R-HSA-428359,1
270,R-HSA-3000484,1
271,R-HSA-72086,1
272,R-HSA-444257,1
273,R-HSA-4549349,1
274,R-HSA-9640463,1
275,R-HSA-76046,1
276,R-HSA-1660514,1
277,R-HSA-2173795,1
278,R-HSA-2514853,1
279,R-HSA-1606322,1
280,R-HSA-3560783,2
281,R-HSA-3878781,1
282,R-HSA-913531,1
283,R-HSA-6788467,1
284,R-HSA-5638302,1
285,R-HSA-3359475,1
286,R-HSA-3359478,1
287,R-HSA-3359471,1
288,R-HSA-3595174,2
289,R-HSA-3274531,1
290,R-HSA-3858516,1
291,R-HSA-3814836,1
292,R-HSA-76066,1
293,R-HSA-76061,1
294,R-HSA-167161,1
295,R-HSA-2299718,1
296,R-HSA-2032785,1
297,R-HSA-2173796,1
298,R-HSA-167169,1
299,R-HSA-350054,1
300,R-HSA-8866907,1
301,R-HSA-8866904,1
302,R-HSA-383280,1
303,R-HSA-2022377,4
304,R-HSA-3781865,1
305,R-HSA-3560792,1
306,R-HSA-176034,1
307,R-HSA-168315,1
308,R-HSA-1839130,2
309,R-HSA-1483248,1
310,R-HSA-8847453,1
311,R-HSA-389960,1
312,R-HSA-72649,1
313,R-HSA-72662,1
314,R-HSA-72702,1
315,R-HSA-1169092,1
316,R-HSA-5660489,1
317,R-HSA-5334118,1
318,R-HSA-5619072,1
319,R-HSA-1234174,2
320,R-HSA-167246,1
321,R-HSA-9675135,1
322,R-HSA-2404192,1
323,R-HSA-373753,1
324,R-HSA-5683678,1
325,R-HSA-2173789,1
326,R-HSA-3134973,1
327,R-HSA-3134963,1
328,R-HSA-3359474,1
329,R-HSA-3359473,1
330,R-HSA-3359458,1
331,R-HSA-5683329,1
332,R-HSA-3359467,1
333,R-HSA-3359469,1
334,R-HSA-5682294,1
335,R-HSA-5619042,1
336,R-HSA-5619088,1
337,R-HSA-3304351,1
338,R-HSA-69091,1
339,R-HSA-8982491,1
340,R-HSA-9617324,1
341,R-HSA-6811555,1
342,R-HSA-174411,1
343,R-HSA-159782,1
344,R-HSA-164940,1
345,R-HSA-1482839,1
346,R-HSA-1482801,1
347,R-HSA-1483166,1
348,R-HSA-1482788,1
349,R-HSA-1482925,1
350,R-HSA-1482922,1
351,R-HSA-8848584,1
352,R-HSA-72695,1
353,R-HSA-3000480,1
354,R-HSA-381753,1
355,R-HSA-2033519,1
356,R-HSA-167200,1
357,R-HSA-1660517,1
358,R-HSA-1660516,1
359,R-HSA-72706,1
360,R-HSA-450520,1
361,R-HSA-6803205,1
362,R-HSA-5666185,1
363,R-HSA-5627117,1
364,R-HSA-4419969,1
365,R-HSA-5625900,1
366,R-HSA-375276,1
367,R-HSA-8876198,1
368,R-HSA-6811558,1
369,R-HSA-1660499,1
370,R-HSA-9675126,1
371,R-HSA-983705,1
372,R-HSA-9632693,1
373,R-HSA-9630750,1
374,R-HSA-350864,1
375,R-HSA-9018519,1
376,R-HSA-6796648,1
377,R-HSA-4341670,1
378,R-HSA-8939902,2
379,R-HSA-5545483,1
380,R-HSA-9013694,1
381,R-HSA-983695,1
382,R-HSA-74158,1
383,R-HSA-69242,1
384,R-HSA-5693571,1
385,R-HSA-391906,1
386,R-HSA-211000,1
387,R-HSA-3656225,1
388,R-HSA-167287,1
389,R-HSA-167243,1
390,R-HSA-5633008,2
391,R-HSA-167238,1
392,R-HSA-167290,1
393,R-HSA-2022090,1
394,R-HSA-193681,1
395,R-HSA-5637812,1
396,R-HSA-1852241,1
397,R-HSA-9006936,1
398,R-HSA-418990,1
399,R-HSA-9674428,1
400,R-HSA-5578999,1
401,R-HSA-1442490,1
402,R-HSA-2022857,1
403,R-HSA-187037,1
404,R-HSA-69615,1
405,R-HSA-622327,1
406,R-HSA-390696,1
407,R-HSA-391903,1
408,R-HSA-9656249,2
409,R-HSA-392517,1
410,R-HSA-8876725,1
411,R-HSA-983712,1
412,R-HSA-167152,1
413,R-HSA-9674403,1
414,R-HSA-9674404,1
415,R-HSA-9669914,1
416,R-HSA-9669934,1
417,R-HSA-72203,1
418,R-HSA-1500620,1
419,R-HSA-1181150,1
420,R-HSA-1502540,1
421,R-HSA-1566977,1
422,R-HSA-2142850,1
423,R-HSA-181438,1
424,R-HSA-390651,1
425,R-HSA-8964038,1
426,R-HSA-1296065,1
427,R-HSA-5619060,1
428,R-HSA-9620244,1
429,R-HSA-159854,1
430,R-HSA-9674401,1
431,R-HSA-9669936,1
432,R-HSA-9669926,1
433,R-HSA-9669924,1
434,R-HSA-9669929,1
435,R-HSA-8963888,1
436,R-HSA-112122,1
437,R-HSA-200425,1
438,R-HSA-8937144,1
439,R-HSA-156590,1
440,R-HSA-425393,1
441,R-HSA-167172,1
442,R-HSA-164938,1
443,R-HSA-5687583,1
444,R-HSA-400206,1
445,R-HSA-75067,1
446,R-HSA-5683826,2
447,R-HSA-9612973,1
448,R-HSA-416700,1
449,R-HSA-5357905,1
450,R-HSA-2562578,1
451,R-HSA-168138,1
452,R-HSA-977443,1
453,R-HSA-9013957,1
454,R-HSA-380095,1
455,R-HSA-418597,1
456,R-HSA-5619043,1
457,R-HSA-110313,1
458,R-HSA-426496,1
459,R-HSA-448424,1
460,R-HSA-75892,1
461,R-HSA-446193,1
462,R-HSA-2485179,1
463,R-HSA-3781860,1
464,R-HSA-5688399,1
465,R-HSA-73772,1
466,R-HSA-72187,1
467,R-HSA-75893,1
468,R-HSA-6804756,3
469,R-HSA-6785807,1
470,R-HSA-9609736,1
471,R-HSA-2586552,1
472,R-HSA-4086398,1
473,R-HSA-210991,1
474,R-HSA-168276,1
475,R-HSA-5687868,1
476,R-HSA-5619047,1
477,R-HSA-5619073,1
478,R-HSA-112126,1
479,R-HSA-1247673,1
480,R-HSA-4839744,1
481,R-HSA-381426,1
482,R-HSA-2980736,1
483,R-HSA-69620,1
484,R-HSA-2029480,1
485,R-HSA-109606,1
486,R-HSA-2855086,1
487,R-HSA-1839120,1
488,R-HSA-2206292,1
489,R-HSA-9630222,1
490,R-HSA-8964043,1
491,R-HSA-5603029,1
492,R-HSA-73884,1
493,R-HSA-73943,1
494,R-HSA-418360,1
495,R-HSA-2162123,1
496,R-HSA-5576890,1
497,R-HSA-1650814,1
498,R-HSA-6783783,1
499,R-HSA-5627123,1
500,R-HSA-170834,1
501,R-HSA-69278,1
502,R-HSA-9037629,1
503,R-HSA-140342,1
504,R-HSA-1638074,1
505,R-HSA-140875,1
506,R-HSA-156581,1
507,R-HSA-3229121,1
508,R-HSA-8964058,2
509,R-HSA-877300,1
510,R-HSA-5362517,1
511,R-HSA-1433557,1
512,R-HSA-5662702,1
513,R-HSA-5626978,1
514,R-HSA-5218859,1
515,R-HSA-1236975,1
516,R-HSA-6803157,1
517,R-HSA-5693532,1
518,R-HSA-2187335,1
519,R-HSA-1483206,1
520,R-HSA-8866654,1
521,R-HSA-72312,1
522,R-HSA-5576891,1
523,R-HSA-8852405,1
524,R-HSA-8981607,3
525,R-HSA-190828,1
526,R-HSA-190704,1
527,R-HSA-9012546,1
528,R-HSA-3214858,1
529,R-HSA-1222556,1
530,R-HSA-8934903,2
531,R-HSA-5675221,1
532,R-HSA-201688,1
533,R-HSA-5607764,1
534,R-HSA-6798695,1
535,R-HSA-5635851,1
536,R-HSA-156588,1
537,R-HSA-74160,1
538,R-HSA-1480926,1
539,R-HSA-9037628,1
540,R-HSA-9020558,1
541,R-HSA-399721,1
542,R-HSA-166520,1
543,R-HSA-9617828,1
544,R-HSA-1227990,1
545,R-HSA-2187338,1
546,R-HSA-381340,1
547,R-HSA-203927,1
548,R-HSA-202131,4
549,R-HSA-9033807,1
550,R-HSA-512988,1
551,R-HSA-8853659,1
552,R-HSA-9662001,4
553,R-HSA-5617833,1
554,R-HSA-446203,1
555,R-HSA-189200,1
556,R-HSA-195721,1
557,R-HSA-611105,1
558,R-HSA-9616222,1
559,R-HSA-1236382,1
560,R-HSA-8852135,1
561,R-HSA-9024446,1
562,R-HSA-6807070,1
563,R-HSA-3371556,2
564,R-HSA-3214842,1
565,R-HSA-2243919,1
566,R-HSA-1266695,1
567,R-HSA-977136,2
568,R-HSA-8963896,1
569,R-HSA-5679096,1
570,R-HSA-193807,1
571,R-HSA-1369062,1
572,R-HSA-5652084,1
573,R-HSA-9630747,1
574,R-HSA-5578996,1
575,R-HSA-1474151,4
576,R-HSA-2173782,1
577,R-HSA-5686938,1
578,R-HSA-9675132,1
579,R-HSA-1592389,1
580,R-HSA-879415,1
581,R-HSA-9673324,1
582,R-HSA-8862803,2
583,R-HSA-9656256,1
584,R-HSA-205017,1
585,R-HSA-3656234,1
586,R-HSA-5619111,4
587,R-HSA-8863678,1
588,R-HSA-1234158,1
589,R-HSA-1234176,1
590,R-HSA-8849473,1
591,R-HSA-6803204,1
592,R-HSA-8848021,1
593,R-HSA-2122947,1
594,R-HSA-2559580,1
595,R-HSA-8857538,1
596,R-HSA-2262752,1
597,R-HSA-8953897,1
598,R-HSA-1980143,1
599,R-HSA-6806834,1
600,R-HSA-8964572,1
601,R-HSA-8941858,1
602,R-HSA-72613,1
603,R-HSA-1605736,1
604,R-HSA-109582,3
605,R-HSA-210990,3
606,R-HSA-9668250,6
607,R-HSA-9672383,4
608,R-HSA-392154,3
609,R-HSA-9020933,1
610,R-HSA-5617820,1
611,R-HSA-3318486,1
612,R-HSA-76002,1
613,R-HSA-4420332,1
614,R-HSA-2033515,1
615,R-HSA-2033514,1
616,R-HSA-5655291,1
617,R-HSA-190239,1
618,R-HSA-9648895,1
619,R-HSA-5690338,1
620,R-HSA-69563,2
621,R-HSA-5693548,2
622,R-HSA-5579017,1
623,R-HSA-5579028,1
624,R-HSA-8940959,1
625,R-HSA-418925,1
626,R-HSA-9660829,1
627,R-HSA-5579000,1
628,R-HSA-2424246,1
629,R-HSA-2681681,1
630,R-HSA-2681694,1
631,R-HSA-216083,2
632,R-HSA-211935,1
633,R-HSA-1793185,3
634,R-HSA-9018678,2
635,R-HSA-9034013,1
636,R-HSA-9034015,1
637,R-HSA-5609975,1
638,R-HSA-5619062,1
639,R-HSA-5685938,1
640,R-HSA-1296052,1
641,R-HSA-1296025,1
642,R-HSA-5579032,1
643,R-HSA-9008177,1
644,R-HSA-5655244,1
645,R-HSA-5655343,1
646,R-HSA-5655313,1
647,R-HSA-9008188,1
648,R-HSA-8943959,1
