,name,Identifier
78,May-Thurner Syndrome,R-HSA-3248023
79,May-Thurner Syndrome,R-HSA-9012852
80,May-Thurner Syndrome,R-HSA-9609646
81,May-Thurner Syndrome,R-HSA-8878166
82,May-Thurner Syndrome,R-HSA-9033241
83,May-Thurner Syndrome,R-HSA-1566948
84,May-Thurner Syndrome,R-HSA-195258
85,Vascular Ring,R-HSA-8951664
86,Tuberculosis,R-HSA-9635486
87,Tuberculosis,R-HSA-9637687
88,Tuberculosis,R-HSA-9637679
89,Tuberculosis,R-HSA-9637698
90,Tuberculosis,R-HSA-9635465
91,Tuberculosis,R-HSA-9636383
92,Tuberculosis,R-HSA-1222387
93,Tuberculosis,R-HSA-9636467
94,Tuberculosis,R-HSA-9637690
95,Tuberculosis,R-HSA-1222541
96,Tuberculosis,R-HSA-9636667
97,Tuberculosis,R-HSA-9635644
98,Tuberculosis,R-HSA-9637628
99,Tuberculosis,R-HSA-9636249
100,Tuberculosis,R-HSA-9639775
101,Tuberculosis,R-HSA-1222499
102,Tuberculosis,R-HSA-1222449
103,Tuberculosis,R-HSA-1222538
104,Tuberculosis,R-HSA-9636569
105,Tuberculosis,R-HSA-5663205
106,Tuberculosis,R-HSA-5621575
107,Tuberculosis,R-HSA-5621481
108,Tuberculosis,R-HSA-1834941
109,Tuberculosis,R-HSA-9660826
110,Tuberculosis,R-HSA-1643685
111,Heart Diseases,R-HSA-5682113
112,Heart Diseases,R-HSA-5668541
113,Heart Diseases,R-HSA-9615017
114,Heart Diseases,R-HSA-2046106
115,Heart Diseases,R-HSA-9629232
116,Heart Diseases,R-HSA-392499
117,Heart Diseases,R-HSA-201451
118,Arrhythmias,R-HSA-9684068
119,Arrhythmias,R-HSA-9609310
120,Arrhythmias,R-HSA-5576895
121,Arrhythmia,R-HSA-5678420
122,Atrial Fibrillation,R-HSA-5678420
123,Cardiac Complexes,R-HSA-8963889
124,Cardiac Complexes,R-HSA-9660537
125,Cardiac Complexes,R-HSA-1296071
126,Cardiac Complexes,R-HSA-1980145
127,Cardiac Complexes,R-HSA-163560
128,Heart Block,R-HSA-9609310
129,Heart Block,R-HSA-9615249
130,Heart Block,R-HSA-9614933
131,Adams-Stokes Syndrome,R-HSA-6802938
132,Adams-Stokes Syndrome,R-HSA-9621032
133,Adams-Stokes Syndrome,R-HSA-9621048
134,Bundle-Branch Block,R-HSA-164508
135,Long QT Syndrome,R-HSA-5577050
136,Andersen Syndrome,R-HSA-9616334
137,Romano-Ward Syndrome,R-HSA-3656253
138,Romano-Ward Syndrome,R-HSA-3656237
139,Romano-Ward Syndrome,R-HSA-9683439
140,Romano-Ward Syndrome,R-HSA-9678108
141,Romano-Ward Syndrome,R-HSA-9679506
142,Pre-Excitation Syndromes,R-HSA-5619108
143,Pre-Excitation Syndromes,R-HSA-5655302
144,Pre-Excitation Syndromes,R-HSA-1226099
145,Lown-Ganong-Levine Syndrome,R-HSA-5628897
146,Lown-Ganong-Levine Syndrome,R-HSA-9673766
147,Wolff-Parkinson-White Syndrome,R-HSA-8986944
148,Wolff-Parkinson-White Syndrome,R-HSA-5620922
149,Wolff-Parkinson-White Syndrome,R-HSA-5620920
150,Wolff-Parkinson-White Syndrome,R-HSA-5083625
151,Wolff-Parkinson-White Syndrome,R-HSA-1912408
152,Wolff-Parkinson-White Syndrome,R-HSA-5579004
153,Tachycardia,R-HSA-5619109
154,Ventricular Fibrillation,R-HSA-5678420
155,Cardiac Output,R-HSA-163560
156,Cardiomegaly,R-HSA-5678420
157,Cardiomyopathy,R-HSA-5678420
158,Cardiomyopathy,R-HSA-3828062
159,Cardiomyopathy,R-HSA-9656223
160,Cardiomyopathy,R-HSA-9660537
161,Cardiomyopathy,R-HSA-5655799
162,Cardiomyopathy,R-HSA-5619049
163,Cardiomyopathy,R-HSA-392499
164,Hypertrophy,R-HSA-9660537
165,Hypertrophy,R-HSA-9615017
166,Cardiomyopathies,R-HSA-5678420
167,Cardiotoxicity,R-HSA-1236394
168,Heart Arrest,R-HSA-6804425
169,Heart Arrest,R-HSA-8867667
170,Heart Failure,R-HSA-1482798
171,Heart Failure,R-HSA-5619053
172,Heart Failure,R-HSA-5678420
173,Heart Failure,R-HSA-9629232
174,Heart Failure,R-HSA-392499
175,Cardio-Renal Syndrome,R-HSA-5619098
176,Cardio-Renal Syndrome,R-HSA-5619087
177,Cardio-Renal Syndrome,R-HSA-5619104
178,Cardio-Renal Syndrome,R-HSA-5619054
179,Cardio-Renal Syndrome,R-HSA-5619050
180,Cardio-Renal Syndrome,R-HSA-5678420
181,Cardio-Renal Syndrome,R-HSA-9652169
182,Cardio-Renal Syndrome,R-HSA-5083625
183,Edema,R-HSA-9657689
184,Edema,R-HSA-9657688
185,Edema,R-HSA-9671793
186,Edema,R-HSA-9651496
187,Edema,R-HSA-5210891
188,Edema,R-HSA-9018677
189,Edema,R-HSA-9018679
190,Heart Neoplasms,R-HSA-1912416
191,Carney Complex,R-HSA-5685939
192,Heart Rupture,R-HSA-9629232
193,Heart Rupture,R-HSA-430116
194,Williams Syndrome,R-HSA-3656253
195,Williams Syndrome,R-HSA-5358508
196,Williams Syndrome,R-HSA-9673766
197,Williams Syndrome,R-HSA-2219528
198,Williams Syndrome,R-HSA-5655332
199,Williams Syndrome,R-HSA-195258
200,Williams Syndrome,R-HSA-8853338
201,Myocardial Ischemia,R-HSA-9629232
202,Myocardial Ischemia,R-HSA-5619039
203,Acute Coronary Syndrome,R-HSA-9611277
204,Acute Coronary Syndrome,R-HSA-5432849
205,Angina Pectoris,R-HSA-9609310
206,Angina,R-HSA-9609310
207,Coronary Disease,R-HSA-5682113
208,Coronary Disease,R-HSA-5679090
209,Coronary Disease,R-HSA-75205
210,Coronary Artery Disease,R-HSA-75205
211,Coronary Thrombosis,R-HSA-9611277
212,Coronary Thrombosis,R-HSA-2396079
213,Myocardial Infarction,R-HSA-5682113
214,Myocardial Infarction,R-HSA-9629232
215,Pulmonary Heart Disease,R-HSA-3779381
216,Pulmonary Heart Disease,R-HSA-9609310
217,Embolism,R-HSA-9603302
218,Embolism,R-HSA-9015379
219,Embolism,R-HSA-9015111
220,Embolism,R-HSA-9015122
221,Embolism,R-HSA-111919
222,Embolism,R-HSA-9026967
223,Vascular Diseases,R-HSA-9671793
224,Vascular Diseases,R-HSA-9671555
225,Vascular Diseases,R-HSA-1474290
226,Vascular Diseases,R-HSA-194138
227,Vascular Diseases,R-HSA-3299685
228,Vascular Diseases,R-HSA-201451
229,Vascular Diseases,R-HSA-162582
230,Aneurysm,R-HSA-1566948
231,Loeys-Dietz Syndrome,R-HSA-5619068
232,Loeys-Dietz Syndrome,R-HSA-2470946
233,Klippel-Trenaunay-Weber Syndrome,R-HSA-2206307
234,Klippel-Trenaunay-Weber Syndrome,R-HSA-5655302
235,Klippel-Trenaunay-Weber Syndrome,R-HSA-4043916
236,Klippel-Trenaunay-Weber Syndrome,R-HSA-1839122
237,Klippel-Trenaunay-Weber Syndrome,R-HSA-5693565
238,Sturge-Weber Syndrome,R-HSA-2206307
239,Sturge-Weber Syndrome,R-HSA-5655302
240,Sturge-Weber Syndrome,R-HSA-4043916
241,Sturge-Weber Syndrome,R-HSA-1839122
242,Sturge-Weber Syndrome,R-HSA-5693565
243,Angioedema,R-HSA-9657689
244,Angioedema,R-HSA-9657688
245,Angioedema,R-HSA-9651496
246,Angioedema,R-HSA-9671793
247,Angioedemas,R-HSA-9657689
248,Angioedemas,R-HSA-9657688
249,Hereditary Angioedema Type III,R-HSA-9653249
250,Hereditary Angioedema Types I and II,R-HSA-9657689
251,Hereditary Angioedema Types I and II,R-HSA-9657688
252,Hereditary Angioedema Types I and II,R-HSA-5657560
253,Hereditary Angioedema Types I and II,R-HSA-3359454
254,Hereditary Angioedema Types I and II,R-HSA-3359463
255,Hereditary Angioedema Types I and II,R-HSA-3359462
256,Hereditary Angioedema Types I and II,R-HSA-5658471
257,Hereditary Angioedema Types I and II,R-HSA-5619114
258,Hereditary Angioedema Types I and II,R-HSA-5619097
259,Hereditary Angioedema Types I and II,R-HSA-73857
260,Hereditary Angioedema Types I and II,R-HSA-427589
261,Hereditary Angioedema Types I and II,R-HSA-2206296
262,Hereditary Angioedema Types I and II,R-HSA-156580
263,Hereditary Angioedema Types I and II,R-HSA-75953
264,Hereditary Angioedema Types I and II,R-HSA-73776
265,Hereditary Angioedema Types I and II,R-HSA-75955
266,Hereditary Angioedema Types I and II,R-HSA-2132295
267,Hereditary Angioedema Types I and II,R-HSA-73856
268,Hereditary Angioedema Types I and II,R-HSA-674695
269,Hereditary Angioedema Types I and II,R-HSA-5357609
270,Hereditary Angioedema Types I and II,R-HSA-112382
271,Hereditary Angioedema Types I and II,R-HSA-5609976
272,Hereditary Angioedema Types I and II,R-HSA-76042
273,Hereditary Angioedema Types I and II,R-HSA-6807505
274,Hereditary Angioedema Types I and II,R-HSA-77075
275,Hereditary Angioedema Types I and II,R-HSA-167162
276,Hereditary Angioedema Types I and II,R-HSA-73779
277,Hereditary Angioedema Types I and II,R-HSA-5619050
278,Hereditary Angioedema Types I and II,R-HSA-167160
279,Hereditary Angioedema Types I and II,R-HSA-9651496
280,Hereditary Angioedema Types I and II,R-HSA-9671793
281,Hereditary Angioedema Types I and II,R-HSA-5619058
282,Hereditary Angioedema Types I and II,R-HSA-5619110
283,Hereditary Angioedema Types I and II,R-HSA-3656253
284,Hereditary Angioedema Types I and II,R-HSA-5579011
285,Hereditary Angioedema Types I and II,R-HSA-5250989
286,Hereditary Angioedema Types I and II,R-HSA-5579013
287,Hereditary Angioedema Types I and II,R-HSA-3359457
288,Hereditary Angioedema Types I and II,R-HSA-5619046
289,Hereditary Angioedema Types I and II,R-HSA-9629232
290,Hereditary Angioedema Types I and II,R-HSA-452723
291,Hereditary Angioedema Types I and II,R-HSA-3656237
292,Hereditary Angioedema Types I and II,R-HSA-73933
293,Hereditary Angioedema Types I and II,R-HSA-110373
294,Hereditary Angioedema Types I and II,R-HSA-5651801
295,Hereditary Angioedema Types I and II,R-HSA-5687128
296,Hereditary Angioedema Types I and II,R-HSA-5579016
297,Hereditary Angioedema Types I and II,R-HSA-5579002
298,Hereditary Angioedema Types I and II,R-HSA-5632987
299,Hereditary Angioedema Types I and II,R-HSA-5619039
300,Hereditary Angioedema Types I and II,R-HSA-5250958
301,Hereditary Angioedema Types I and II,R-HSA-5632928
302,Hereditary Angioedema Types I and II,R-HSA-6809583
303,Hereditary Angioedema Types I and II,R-HSA-5619107
304,Hereditary Angioedema Types I and II,R-HSA-5619056
305,Hereditary Angioedema Types I and II,R-HSA-3656244
306,Hereditary Angioedema Types I and II,R-HSA-4793953
307,Hereditary Angioedema Types I and II,R-HSA-113418
308,Hereditary Angioedema Types I and II,R-HSA-5619061
309,Hereditary Angioedema Types I and II,R-HSA-5579006
310,Hereditary Angioedema Types I and II,R-HSA-5579029
311,Hereditary Angioedema Types I and II,R-HSA-9035968
312,Hereditary Angioedema Types I and II,R-HSA-5579022
313,Hereditary Angioedema Types I and II,R-HSA-5579019
314,Hereditary Angioedema Types I and II,R-HSA-5578998
315,Hereditary Angioedema Types I and II,R-HSA-5578995
316,Hereditary Angioedema Types I and II,R-HSA-5619035
317,Hereditary Angioedema Types I and II,R-HSA-5619070
318,Hereditary Angioedema Types I and II,R-HSA-2206302
319,Hereditary Angioedema Types I and II,R-HSA-3645790
320,Hereditary Angioedema Types I and II,R-HSA-3642278
321,Hereditary Angioedema Types I and II,R-HSA-420092
322,Hereditary Angioedema Types I and II,R-HSA-3229133
323,Hereditary Angioedema Types I and II,R-HSA-173599
324,Hereditary Angioedema Types I and II,R-HSA-5619037
325,Hereditary Angioedema Types I and II,R-HSA-5663020
326,Hereditary Angioedema Types I and II,R-HSA-4793952
327,Hereditary Angioedema Types I and II,R-HSA-71336
328,Hereditary Angioedema Types I and II,R-HSA-2206307
329,Hereditary Angioedema Types I and II,R-HSA-446107
330,Hereditary Angioedema Types I and II,R-HSA-5621481
331,Hereditary Angioedema Types I and II,R-HSA-936837
332,Hereditary Angioedema Types I and II,R-HSA-4793954
333,Hereditary Angioedema Types I and II,R-HSA-5619078
334,Hereditary Angioedema Types I and II,R-HSA-167242
335,Hereditary Angioedema Types I and II,R-HSA-76071
336,Hereditary Angioedema Types I and II,R-HSA-3642279
337,Hereditary Angioedema Types I and II,R-HSA-390466
338,Hereditary Angioedema Types I and II,R-HSA-3906995
339,Hereditary Angioedema Types I and II,R-HSA-5688031
340,Hereditary Angioedema Types I and II,R-HSA-212436
341,Hereditary Angioedema Types I and II,R-HSA-5250992
342,Hereditary Angioedema Types I and II,R-HSA-5250981
343,Hereditary Angioedema Types I and II,R-HSA-5250968
344,Hereditary Angioedema Types I and II,R-HSA-5250955
345,Hereditary Angioedema Types I and II,R-HSA-174437
346,Hereditary Angioedema Types I and II,R-HSA-69183
347,Hereditary Angioedema Types I and II,R-HSA-174414
348,Hereditary Angioedema Types I and II,R-HSA-418592
349,Hereditary Angioedema Types I and II,R-HSA-1483101
350,Hereditary Angioedema Types I and II,R-HSA-391251
351,Hereditary Angioedema Types I and II,R-HSA-6782135
352,Hereditary Angioedema Types I and II,R-HSA-388844
353,Hereditary Angioedema Types I and II,R-HSA-3270619
354,Hereditary Angioedema Types I and II,R-HSA-1606341
355,Hereditary Angioedema Types I and II,R-HSA-5250971
356,Hereditary Angioedema Types I and II,R-HSA-211897
357,Hereditary Angioedema Types I and II,R-HSA-3282872
358,Hereditary Angioedema Types I and II,R-HSA-8864260
359,Hereditary Angioedema Types I and II,R-HSA-8866911
360,Hereditary Angioedema Types I and II,R-HSA-8866910
361,Hereditary Angioedema Types I and II,R-HSA-167158
362,Hereditary Angioedema Types I and II,R-HSA-428359
363,Hereditary Angioedema Types I and II,R-HSA-3000484
364,Hereditary Angioedema Types I and II,R-HSA-72086
365,Hereditary Angioedema Types I and II,R-HSA-444257
366,Hereditary Angioedema Types I and II,R-HSA-4549349
367,Hereditary Angioedema Types I and II,R-HSA-9640463
368,Hereditary Angioedema Types I and II,R-HSA-76046
369,Hereditary Angioedema Types I and II,R-HSA-1660514
370,Hereditary Angioedema Types I and II,R-HSA-2173795
371,Hereditary Angioedema Types I and II,R-HSA-6781823
372,Hereditary Angioedema Types I and II,R-HSA-2514853
373,Hereditary Angioedema Types I and II,R-HSA-1606322
374,Hereditary Angioedema Types I and II,R-HSA-3560783
375,Hereditary Angioedema Types I and II,R-HSA-3878781
376,Hereditary Angioedema Types I and II,R-HSA-913531
377,Hereditary Angioedema Types I and II,R-HSA-6788467
378,Hereditary Angioedema Types I and II,R-HSA-5638302
379,Hereditary Angioedema Types I and II,R-HSA-3359475
380,Hereditary Angioedema Types I and II,R-HSA-3359478
381,Hereditary Angioedema Types I and II,R-HSA-3359471
382,Hereditary Angioedema Types I and II,R-HSA-3595174
383,Hereditary Angioedema Types I and II,R-HSA-3274531
384,Hereditary Angioedema Types I and II,R-HSA-3828062
385,Hereditary Angioedema Types I and II,R-HSA-3858516
386,Hereditary Angioedema Types I and II,R-HSA-3814836
387,Hereditary Angioedema Types I and II,R-HSA-76066
388,Hereditary Angioedema Types I and II,R-HSA-76061
389,Hereditary Angioedema Types I and II,R-HSA-167161
390,Hereditary Angioedema Types I and II,R-HSA-2299718
391,Hereditary Angioedema Types I and II,R-HSA-2032785
392,Hereditary Angioedema Types I and II,R-HSA-2173796
393,Hereditary Angioedema Types I and II,R-HSA-167169
394,Hereditary Angioedema Types I and II,R-HSA-350054
395,Hereditary Angioedema Types I and II,R-HSA-8866907
396,Hereditary Angioedema Types I and II,R-HSA-8866906
397,Hereditary Angioedema Types I and II,R-HSA-8866904
398,Hereditary Angioedema Types I and II,R-HSA-383280
399,Hereditary Angioedema Types I and II,R-HSA-2022377
400,Hereditary Angioedema Types I and II,R-HSA-3781865
401,Hereditary Angioedema Types I and II,R-HSA-3560792
402,Hereditary Angioedema Types I and II,R-HSA-176034
403,Hereditary Angioedema Types I and II,R-HSA-168315
404,Hereditary Angioedema Types I and II,R-HSA-1839130
405,Hereditary Angioedema Types I and II,R-HSA-1483248
406,Hereditary Angioedema Types I and II,R-HSA-8847453
407,Hereditary Angioedema Types I and II,R-HSA-389960
408,Hereditary Angioedema Types I and II,R-HSA-72649
409,Hereditary Angioedema Types I and II,R-HSA-72662
410,Hereditary Angioedema Types I and II,R-HSA-72702
411,Hereditary Angioedema Types I and II,R-HSA-9029569
412,Hereditary Angioedema Types I and II,R-HSA-1169092
413,Hereditary Angioedema Types I and II,R-HSA-5660489
414,Hereditary Angioedema Types I and II,R-HSA-5334118
415,Hereditary Angioedema Types I and II,R-HSA-5619072
416,Hereditary Angioedema Types I and II,R-HSA-1839122
417,Hereditary Angioedema Types I and II,R-HSA-1234174
418,Hereditary Angioedema Types I and II,R-HSA-167246
419,Hereditary Angioedema Types I and II,R-HSA-9675135
420,Hereditary Angioedema Types I and II,R-HSA-2404192
421,Hereditary Angioedema Types I and II,R-HSA-373753
422,Hereditary Angioedema Types I and II,R-HSA-5683678
423,Hereditary Angioedema Types I and II,R-HSA-2173789
424,Hereditary Angioedema Types I and II,R-HSA-9656223
425,Hereditary Angioedema Types I and II,R-HSA-3134973
426,Hereditary Angioedema Types I and II,R-HSA-3134963
427,Hereditary Angioedema Types I and II,R-HSA-3359474
428,Hereditary Angioedema Types I and II,R-HSA-3359473
429,Hereditary Angioedema Types I and II,R-HSA-3359458
430,Hereditary Angioedema Types I and II,R-HSA-5683329
431,Hereditary Angioedema Types I and II,R-HSA-3359467
432,Hereditary Angioedema Types I and II,R-HSA-3359469
433,Hereditary Angioedema Types I and II,R-HSA-5682294
434,Hereditary Angioedema Types I and II,R-HSA-5619042
435,Hereditary Angioedema Types I and II,R-HSA-5619092
436,Hereditary Angioedema Types I and II,R-HSA-5619088
437,Hereditary Angioedema Types I and II,R-HSA-3304351
438,Hereditary Angioedema Types I and II,R-HSA-69091
439,Hereditary Angioedema Types I and II,R-HSA-8982491
440,Hereditary Angioedema Types I and II,R-HSA-9617324
441,Hereditary Angioedema Types I and II,R-HSA-6811555
442,Hereditary Angioedema Types I and II,R-HSA-174411
443,Hereditary Angioedema Types I and II,R-HSA-159782
444,Hereditary Angioedema Types I and II,R-HSA-164940
445,Hereditary Angioedema Types I and II,R-HSA-1482839
446,Hereditary Angioedema Types I and II,R-HSA-1482801
447,Hereditary Angioedema Types I and II,R-HSA-1483166
448,Hereditary Angioedema Types I and II,R-HSA-1482788
449,Hereditary Angioedema Types I and II,R-HSA-1482925
450,Hereditary Angioedema Types I and II,R-HSA-1482922
451,Hereditary Angioedema Types I and II,R-HSA-8848584
452,Hereditary Angioedema Types I and II,R-HSA-72695
453,Hereditary Angioedema Types I and II,R-HSA-3000480
454,Hereditary Angioedema Types I and II,R-HSA-9674415
455,Hereditary Angioedema Types I and II,R-HSA-381753
456,Hereditary Angioedema Types I and II,R-HSA-2033519
457,Hereditary Angioedema Types I and II,R-HSA-167200
458,Hereditary Angioedema Types I and II,R-HSA-1660517
459,Hereditary Angioedema Types I and II,R-HSA-1660516
460,Hereditary Angioedema Types I and II,R-HSA-72706
461,Hereditary Angioedema Types I and II,R-HSA-450520
462,Hereditary Angioedema Types I and II,R-HSA-6803205
463,Hereditary Angioedema Types I and II,R-HSA-5666185
464,Hereditary Angioedema Types I and II,R-HSA-8853338
465,Hereditary Angioedema Types I and II,R-HSA-5627117
466,Hereditary Angioedema Types I and II,R-HSA-4419969
467,Hereditary Angioedema Types I and II,R-HSA-5625900
468,Hereditary Angioedema Types I and II,R-HSA-375276
469,Hereditary Angioedema Types I and II,R-HSA-8876198
470,Hereditary Angioedema Types I and II,R-HSA-5655332
471,Hereditary Angioedema Types I and II,R-HSA-6811558
472,Hereditary Angioedema Types I and II,R-HSA-1660499
473,Hereditary Angioedema Types I and II,R-HSA-1912408
474,Hereditary Angioedema Types I and II,R-HSA-9675126
475,Hereditary Angioedema Types I and II,R-HSA-983705
476,Hereditary Angioedema Types I and II,R-HSA-9632693
477,Hereditary Angioedema Types I and II,R-HSA-9630750
478,Hereditary Angioedema Types I and II,R-HSA-350864
479,Hereditary Angioedema Types I and II,R-HSA-9018519
480,Hereditary Angioedema Types I and II,R-HSA-6796648
481,Hereditary Angioedema Types I and II,R-HSA-4341670
482,Hereditary Angioedema Types I and II,R-HSA-8939902
483,Hereditary Angioedema Types I and II,R-HSA-5545483
484,Hereditary Angioedema Types I and II,R-HSA-9013694
485,Hereditary Angioedema Types I and II,R-HSA-983695
486,Hereditary Angioedema Types I and II,R-HSA-74158
487,Hereditary Angioedema Types I and II,R-HSA-69242
488,Hereditary Angioedema Types I and II,R-HSA-201451
489,Hereditary Angioedema Types I and II,R-HSA-5693571
490,Hereditary Angioedema Types I and II,R-HSA-391906
491,Hereditary Angioedema Types I and II,R-HSA-211000
492,Hereditary Angioedema Types I and II,R-HSA-6781827
493,Hereditary Angioedema Types I and II,R-HSA-3656225
494,Hereditary Angioedema Types I and II,R-HSA-167287
495,Hereditary Angioedema Types I and II,R-HSA-167243
496,Hereditary Angioedema Types I and II,R-HSA-5633008
497,Hereditary Angioedema Types I and II,R-HSA-167238
498,Hereditary Angioedema Types I and II,R-HSA-167290
499,Hereditary Angioedema Types I and II,R-HSA-2022090
500,Hereditary Angioedema Types I and II,R-HSA-193681
501,Hereditary Angioedema Types I and II,R-HSA-5637812
502,Hereditary Angioedema Types I and II,R-HSA-1852241
503,Hereditary Angioedema Types I and II,R-HSA-9006936
504,Hereditary Angioedema Types I and II,R-HSA-8878166
505,Hereditary Angioedema Types I and II,R-HSA-418990
506,Hereditary Angioedema Types I and II,R-HSA-9674428
507,Hereditary Angioedema Types I and II,R-HSA-5578999
508,Hereditary Angioedema Types I and II,R-HSA-1442490
509,Hereditary Angioedema Types I and II,R-HSA-2022857
510,Hereditary Angioedema Types I and II,R-HSA-187037
511,Hereditary Angioedema Types I and II,R-HSA-69615
512,Hereditary Angioedema Types I and II,R-HSA-622327
513,Hereditary Angioedema Types I and II,R-HSA-390696
514,Hereditary Angioedema Types I and II,R-HSA-391903
515,Hereditary Angioedema Types I and II,R-HSA-9656249
516,Hereditary Angioedema Types I and II,R-HSA-392517
517,Hereditary Angioedema Types I and II,R-HSA-8876725
518,Hereditary Angioedema Types I and II,R-HSA-1296071
519,Hereditary Angioedema Types I and II,R-HSA-983712
520,Hereditary Angioedema Types I and II,R-HSA-167152
521,Hereditary Angioedema Types I and II,R-HSA-9674403
522,Hereditary Angioedema Types I and II,R-HSA-9674404
523,Hereditary Angioedema Types I and II,R-HSA-9669914
524,Hereditary Angioedema Types I and II,R-HSA-9669934
525,Hereditary Angioedema Types I and II,R-HSA-72203
526,Hereditary Angioedema Types I and II,R-HSA-1500620
527,Hereditary Angioedema Types I and II,R-HSA-1181150
528,Hereditary Angioedema Types I and II,R-HSA-1502540
529,Hereditary Angioedema Types I and II,R-HSA-1566977
530,Hereditary Angioedema Types I and II,R-HSA-2142850
531,Hereditary Angioedema Types I and II,R-HSA-181438
532,Hereditary Angioedema Types I and II,R-HSA-390651
533,Hereditary Angioedema Types I and II,R-HSA-8964038
534,Hereditary Angioedema Types I and II,R-HSA-1296065
535,Hereditary Angioedema Types I and II,R-HSA-5619060
536,Hereditary Angioedema Types I and II,R-HSA-9620244
537,Hereditary Angioedema Types I and II,R-HSA-159854
538,Hereditary Angioedema Types I and II,R-HSA-9674401
539,Hereditary Angioedema Types I and II,R-HSA-9669936
540,Hereditary Angioedema Types I and II,R-HSA-9669926
541,Hereditary Angioedema Types I and II,R-HSA-9669924
542,Hereditary Angioedema Types I and II,R-HSA-9669929
543,Hereditary Angioedema Types I and II,R-HSA-8963888
544,Hereditary Angioedema Types I and II,R-HSA-112122
545,Hereditary Angioedema Types I and II,R-HSA-200425
546,Hereditary Angioedema Types I and II,R-HSA-1236394
547,Hereditary Angioedema Types I and II,R-HSA-8951664
548,Hereditary Angioedema Types I and II,R-HSA-8937144
549,Hereditary Angioedema Types I and II,R-HSA-156590
550,Hereditary Angioedema Types I and II,R-HSA-425393
551,Hereditary Angioedema Types I and II,R-HSA-167172
552,Hereditary Angioedema Types I and II,R-HSA-164938
553,Hereditary Angioedema Types I and II,R-HSA-5687583
554,Hereditary Angioedema Types I and II,R-HSA-400206
